Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,District of Columbia,4017563,8246,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,"Korea, South",N/A,1.06E+08,183458,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,36572677,60416,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,4787951,8901,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,3.20E+08,538164,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.22E+08,249700,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,99024714,178372,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,77813465,143321,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,88451486,200644,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.93E+08,573856,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,1.83E+08,350131,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,8.00E+08,1518599,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,89237647,176567,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.92E+08,342894,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.84E+08,763989,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Hong Kong,N/A,91349770,183789,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,27264447,63769,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,55425393,86229,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,3.36E+09,6498455,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,102613,247,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United Kingdom,N/A,61097276,106788,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,48319960,102834,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,21056308,51847,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.28E+08,247600,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,644339,1529,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,70143440,117005,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,28842939,57447,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,4.37E+08,802200,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,1.01E+08,114798,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,35231514,57191,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.79E+08,413720,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,46956477,64606,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,1.05E+09,1457232,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,591998,877,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,42072037,57523,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,9.91E+08,1300165,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.39E+08,507798,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.49E+08,653516,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,2.66E+08,231027,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,58641251,74065,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,1.19E+09,1519698,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,2.17E+08,265075,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.89E+08,644072,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,56420797,106039,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,91173679,171465,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,45948154,99013,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,34410229,69521,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,7.50E+08,1714271,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Singapore,N/A,4059396,8585,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,74756024,144101,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,22500292,51963,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,154070,405,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,52740404,120304,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,9.76E+08,1749548,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,1.20E+08,267503,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,3.40E+08,739564,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,2.71E+09,5370713,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.05E+08,419014,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Hong Kong,N/A,73923184,171816,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,27196701,59836,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,11671389,23722,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.28E+08,246919,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.48E+08,882626,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,9.00E+08,1930589,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,3.85E+09,7211996,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,84316,161,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,1.97E+08,351328,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,3.26E+09,5674868,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,14734417,30386,Volume in cubic metres
2022-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.34E+08,289930,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,25819050,62175,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,92841988,129124,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.25E+09,5936077,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,19531,26,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,26048537,32174,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,68007108,70775,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,New York,67695057,87040,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.45E+08,537461,Volume in cubic metres
2022-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,9.15E+08,1161753,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,32024786,46925,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,89668213,106470,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,2.54E+08,285165,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,5.12E+09,7253623,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,62694049,90735,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,21425360,35462,Volume in cubic metres
2022-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,260166,473,Volume in cubic metres
2022-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.82E+08,278339,Volume in cubic metres
2022-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,1.88E+08,228660,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.14E+08,1338466,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.33E+08,747684,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Brazil,N/A,70883,100,Volume in cubic metres
2023-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,6.00E+08,1225809,Volume in cubic metres
2023-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,45728659,99069,Volume in cubic metres
2023-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.72E+08,552068,Volume in cubic metres
2023-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,65054109,90919,Volume in cubic metres
2023-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,66165373,89330,Volume in cubic metres
2023-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.88E+08,431545,Volume in cubic metres
2023-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,6.56E+08,1227341,Volume in cubic metres
2023-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.94E+08,534824,Volume in cubic metres
2023-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.31E+08,417303,Volume in cubic metres
2023-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.60E+08,324192,Volume in cubic metres
2023-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,38706806,63702,Volume in cubic metres
2023-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,93130238,146032,Volume in cubic metres
2023-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,56271,87,Volume in cubic metres
2023-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,5.04E+08,861528,Volume in cubic metres
2023-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,8.67E+08,1234751,Volume in cubic metres
2023-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,32615046,43354,Volume in cubic metres
2023-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,3.97E+08,652961,Volume in cubic metres
2023-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,4920202,8038,Volume in cubic metres
2023-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.94E+08,773031,Volume in cubic metres
2023-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United Kingdom,N/A,74556054,107264,Volume in cubic metres
2023-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,7.40E+08,1204235,Volume in cubic metres
2023-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.96E+08,1734235,Volume in cubic metres
2023-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.68E+08,691745,Volume in cubic metres
2023-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,50322487,106109,Volume in cubic metres
2024-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,21162614,54144,Volume in cubic metres
2024-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,142799,285,Volume in cubic metres
2024-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,8.66E+08,1511679,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,3.16E+08,641368,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.04E+08,217644,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,60037411,90654,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,7.32E+08,1173075,Volume in cubic metres
2024-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,143902,271,Volume in cubic metres
2024-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,27478723,51840,Volume in cubic metres
2024-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,53531247,91463,Volume in cubic metres
2024-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,33583210,56756,Volume in cubic metres
2024-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,46892356,80086,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Carolina,15988,25,Volume in cubic metres
2024-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,1.81E+08,274647,Volume in cubic metres
2024-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,77795848,106231,Volume in cubic metres
2024-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.25E+08,175669,Volume in cubic metres
2024-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,9.20E+08,1324825,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.04E+08,179613,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,District of Columbia,10600772,20366,Volume in cubic metres
2024-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,3.38E+08,562423,Volume in cubic metres
2024-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,1.00E+08,174272,Volume in cubic metres
2024-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,92547333,166395,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,31160557,62044,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,6.54E+08,1149516,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,1.72E+08,284217,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,2.16E+08,380059,Volume in cubic metres
2024-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,59670943,108147,Volume in cubic metres
2024-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,70589542,106521,Volume in cubic metres
2025-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,2.01E+08,322576,Volume in cubic metres
2024-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,9655,13,Volume in cubic metres
2024-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,49194655,91510,Volume in cubic metres
2024-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,3.05E+08,539776,Volume in cubic metres
2024-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.48E+08,817659,Volume in cubic metres
2025-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,57146333,86684,Volume in cubic metres
2025-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,67088851,101752,Volume in cubic metres
2025-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,7281334,11635,Volume in cubic metres
2025-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.63E+08,456531,Volume in cubic metres
2025-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Hong Kong,N/A,2.61E+08,467466,Volume in cubic metres
2025-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,15263311,27800,Volume in cubic metres
2025-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.22E+08,233548,Volume in cubic metres
2025-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.65E+08,1480464,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,57736187,110290,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,3.87E+08,776287,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,13037082,24645,Volume in cubic metres
